Original URL,Final URL,Status Code,Meta Robots,X-Robots-Tag,Googlebot Tag,Error
https://nethradhama.org/blog/protecting-your-eyes-essential-eye-safety-tips-for-home-and-work/,https://nethradhama.org/blog/protecting-your-eyes-essential-eye-safety-tips-for-home-and-work/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/safe-eye-treatment-a-comprehensive-guide-to-protecting-and-preserving-your-vision/,https://nethradhama.org/blog/safe-eye-treatment-a-comprehensive-guide-to-protecting-and-preserving-your-vision/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/traumatic-cataract/,https://nethradhama.org/blog/traumatic-cataract/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/understanding-uveitis-causes-symptoms-diagnosis-treatment/,https://nethradhama.org/blog/understanding-uveitis-causes-symptoms-diagnosis-treatment/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/cataracts-causes-symptoms-types-and-modern-treatment-techniques-for-crystal-clear-vision/,https://nethradhama.org/blog/cataracts-causes-symptoms-types-and-modern-treatment-techniques-for-crystal-clear-vision/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/oculoplasty/,https://nethradhama.org/blog/oculoplasty/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/difference-between-mature-and-immature-cataract/,https://nethradhama.org/blog/difference-between-mature-and-immature-cataract/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/glaucoma-surgery-symptoms-causes-diagnosis-and-treatment-options/,https://nethradhama.org/blog/glaucoma-surgery-symptoms-causes-diagnosis-and-treatment-options/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/myopia/,https://nethradhama.org/blog/myopia/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/the-ultimate-guide-to-laser-vision-correction-everything-you-need-to-know/,https://nethradhama.org/blog/the-ultimate-guide-to-laser-vision-correction-everything-you-need-to-know/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/types-of-iol-lens/,https://nethradhama.org/blog/types-of-iol-lens/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/angle-closure-glaucoma/,https://nethradhama.org/blog/angle-closure-glaucoma/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/mature-cataract/,https://nethradhama.org/blog/mature-cataract/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/pinguecula/,https://nethradhama.org/blog/pinguecula/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/laser-eye-surgery-age-limit/,https://nethradhama.org/blog/laser-eye-surgery-age-limit/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/nuclear-cataract/,https://nethradhama.org/blog/nuclear-cataract/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/black-fungus/,https://nethradhama.org/blog/black-fungus/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/immature-cataract/,https://nethradhama.org/blog/immature-cataract/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/how-to-improve-eyesight/,https://nethradhama.org/blog/how-to-improve-eyesight/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/swollen-eyelid/,https://nethradhama.org/blog/swollen-eyelid/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/cataract-prevention/,https://nethradhama.org/blog/cataract-prevention/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/conjunctivitis/,https://nethradhama.org/blog/conjunctivitis/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/eye-safety-tips-for-diwali/,https://nethradhama.org/blog/eye-safety-tips-for-diwali/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/hypermetropia/,https://nethradhama.org/blog/hypermetropia/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/relex-smile-eye-surgery/,https://nethradhama.org/blog/relex-smile-eye-surgery/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/endophthalmitis/,https://nethradhama.org/blog/endophthalmitis/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/paralytic-squint/,https://nethradhama.org/blog/paralytic-squint/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/keratitis/,https://nethradhama.org/blog/keratitis/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/stye-in-eye/,https://nethradhama.org/blog/stye-in-eye/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/chalazion/,https://nethradhama.org/blog/chalazion/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/rosette-cataract/,https://nethradhama.org/blog/rosette-cataract/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/intumescent-cataract/,https://nethradhama.org/blog/intumescent-cataract/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/is-cataract-surgery-painful/,https://nethradhama.org/blog/is-cataract-surgery-painful/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/keratoconus/,https://nethradhama.org/blog/keratoconus/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/blurred-vision/,https://nethradhama.org/blog/blurred-vision/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/cortical-cataract/,https://nethradhama.org/blog/cortical-cataract/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/eyes-on-screens-navigating-the-digital-eye-strain-dilemma-for-optimal-eye-health/,https://nethradhama.org/blog/eyes-on-screens-navigating-the-digital-eye-strain-dilemma-for-optimal-eye-health/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/a-comprehensive-guide-to-different-types-of-eye-surgery-understanding-your-options-for-clearer-vision/,https://nethradhama.org/blog/a-comprehensive-guide-to-different-types-of-eye-surgery-understanding-your-options-for-clearer-vision/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/understanding-detached-retina-its-causes-symptoms-and-risk-factors/,https://nethradhama.org/blog/understanding-detached-retina-its-causes-symptoms-and-risk-factors/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/eye-infection-types-symptoms-causes-treatment/,https://nethradhama.org/blog/eye-infection-types-symptoms-causes-treatment/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/presbyopia/,https://nethradhama.org/blog/presbyopia/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/macular-hole/,https://nethradhama.org/blog/macular-hole/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/burning-eyes/,https://nethradhama.org/blog/burning-eyes/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/pterygium/,https://nethradhama.org/blog/pterygium/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/lasik-surgery-success-rate/,https://nethradhama.org/blog/lasik-surgery-success-rate/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/is-lasik-eye-surgery-painful/,https://nethradhama.org/blog/is-lasik-eye-surgery-painful/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/nystagmus/,https://nethradhama.org/blog/nystagmus/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/glaucoma-test/,https://nethradhama.org/blog/glaucoma-test/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/laser-vs-traditional-cataract-surgery/,https://nethradhama.org/blog/laser-vs-traditional-cataract-surgery/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/optometrist-vs-ophthalmologist/,https://nethradhama.org/blog/optometrist-vs-ophthalmologist/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/fluorescein-angiography/,https://nethradhama.org/blog/fluorescein-angiography/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/age-related-macular-degeneration/,https://nethradhama.org/blog/age-related-macular-degeneration/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/eye-twitching/,https://nethradhama.org/blog/eye-twitching/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/secondary-glaucoma/,https://nethradhama.org/blog/secondary-glaucoma/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/open-angle-glaucoma/,https://nethradhama.org/blog/open-angle-glaucoma/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/malignant-glaucoma/,https://nethradhama.org/blog/malignant-glaucoma/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/glaucoma-surgery-success-rate/,https://nethradhama.org/blog/glaucoma-surgery-success-rate/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/eye-irritation/,https://nethradhama.org/blog/eye-irritation/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/before-and-after-lasik-surgery/,https://nethradhama.org/blog/before-and-after-lasik-surgery/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/can-lasik-surgery-be-done-twice/,https://nethradhama.org/blog/can-lasik-surgery-be-done-twice/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/lasik-for-myopia/,https://nethradhama.org/blog/lasik-for-myopia/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/black-cataract/,https://nethradhama.org/blog/black-cataract/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/types-of-cataracts/,https://nethradhama.org/blog/types-of-cataracts/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/senile-cataract/,https://nethradhama.org/blog/senile-cataract/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/anti-vegf-agents/,https://nethradhama.org/blog/anti-vegf-agents/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/flapless-lasik/,https://nethradhama.org/blog/flapless-lasik/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/how-long-does-lasik-last/,https://nethradhama.org/blog/how-long-does-lasik-last/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/monsoon-eye-care-tips/,https://nethradhama.org/blog/monsoon-eye-care-tips/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/importance-of-regular-eye-checkup/,https://nethradhama.org/blog/importance-of-regular-eye-checkup/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/amblyopia-vs-strabismus/,https://nethradhama.org/blog/amblyopia-vs-strabismus/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/lasik-vs-lasek/,https://nethradhama.org/blog/lasik-vs-lasek/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/eye-surgery-to-remove-spectacles/,https://nethradhama.org/blog/eye-surgery-to-remove-spectacles/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/smile-vs-femto-lasik/,https://nethradhama.org/blog/smile-vs-femto-lasik/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/side-effects-of-lasik-surgery/,https://nethradhama.org/blog/side-effects-of-lasik-surgery/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/lasik-eye-surgery-recovery-time/,https://nethradhama.org/blog/lasik-eye-surgery-recovery-time/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/eye-hygiene-why-is-it-important/,https://nethradhama.org/blog/eye-hygiene-why-is-it-important/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/eye-drops-for-presbyopia/,https://nethradhama.org/blog/eye-drops-for-presbyopia/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/precautions-after-lasik-surgery/,https://nethradhama.org/blog/precautions-after-lasik-surgery/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/corneal-thickness-for-lasik/,https://nethradhama.org/blog/corneal-thickness-for-lasik/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/does-lasik-surgery-change-eye-color/,https://nethradhama.org/blog/does-lasik-surgery-change-eye-color/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/winter-eye-care/,https://nethradhama.org/blog/winter-eye-care/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/eye-donation-after-death/,https://nethradhama.org/blog/eye-donation-after-death/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/difference-between-hypermetropia-and-presbyopia/,https://nethradhama.org/blog/difference-between-hypermetropia-and-presbyopia/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/is-lasik-surgery-safe/,https://nethradhama.org/blog/is-lasik-surgery-safe/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/difference-between-endophthalmitis-and-panophthalmitis/,https://nethradhama.org/blog/difference-between-endophthalmitis-and-panophthalmitis/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/cataract-treatment-without-surgery/,https://nethradhama.org/blog/cataract-treatment-without-surgery/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/how-to-reduce-eye-number/,https://nethradhama.org/blog/how-to-reduce-eye-number/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/why-do-my-eyes-feel-heavy/,https://nethradhama.org/blog/why-do-my-eyes-feel-heavy/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/monofocal-lenses/,https://nethradhama.org/blog/monofocal-lenses/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/laser-vision-correction-eligibility-preparation/,https://nethradhama.org/blog/laser-vision-correction-eligibility-preparation/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/smile-pro-surgery-visumax-800/,https://nethradhama.org/blog/smile-pro-surgery-visumax-800/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/what-is-cataract-motiya/,https://nethradhama.org/blog/what-is-cataract-motiya/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/computer-vision-syndrome/,https://nethradhama.org/blog/computer-vision-syndrome/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/dry-eyes/,https://nethradhama.org/blog/dry-eyes/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/lutein-for-eye-health-here-are-some-benefits-to-protect-your-eyes-from-damage/,https://nethradhama.org/blog/lutein-for-eye-health-here-are-some-benefits-to-protect-your-eyes-from-damage/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/hypermetropia-vs-myopia/,https://nethradhama.org/blog/hypermetropia-vs-myopia/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/intravitreal-injections/,https://nethradhama.org/blog/intravitreal-injections/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/normal-tension-glaucoma/,https://nethradhama.org/blog/normal-tension-glaucoma/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/night-blindness/,https://nethradhama.org/blog/night-blindness/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/ptosis/,https://nethradhama.org/blog/ptosis/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/what-is-eye-power/,https://nethradhama.org/blog/what-is-eye-power/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/retinal-thinning/,https://nethradhama.org/blog/retinal-thinning/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/sticky-eye-in-newborn/,https://nethradhama.org/blog/sticky-eye-in-newborn/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/6-6-vision/,https://nethradhama.org/blog/6-6-vision/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/squint-eye-exercises/,https://nethradhama.org/blog/squint-eye-exercises/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/amblyopia-lazy-eye/,https://nethradhama.org/blog/amblyopia-lazy-eye/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/red-eyes-after-cataract-surgery/,https://nethradhama.org/blog/red-eyes-after-cataract-surgery/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/watery-eyes-after-cataract-surgery/,https://nethradhama.org/blog/watery-eyes-after-cataract-surgery/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/home-remedies-for-eye-infection/,https://nethradhama.org/blog/home-remedies-for-eye-infection/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/paediatric-squint-in-children-symptoms-diagnosis-and-treatment/,https://nethradhama.org/blog/paediatric-squint-in-children-symptoms-diagnosis-and-treatment/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/yellow-eyes/,https://nethradhama.org/blog/yellow-eyes/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/sinus-eye-pain/,https://nethradhama.org/blog/sinus-eye-pain/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/10-best-foods-eye-health-eyesight/,https://nethradhama.org/blog/10-best-foods-eye-health-eyesight/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/sunken-eyes/,https://nethradhama.org/blog/sunken-eyes/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/eye-discharge/,https://nethradhama.org/blog/eye-discharge/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/blind-spot-in-eye/,https://nethradhama.org/blog/blind-spot-in-eye/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/can-eye-drops-improve-eyesight/,https://nethradhama.org/blog/can-eye-drops-improve-eyesight/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/pressure-behind-eyes/,https://nethradhama.org/blog/pressure-behind-eyes/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/flashing-lights-in-eyes/,https://nethradhama.org/blog/flashing-lights-in-eyes/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/retina-test/,https://nethradhama.org/blog/retina-test/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/brown-spots-in-eyes/,https://nethradhama.org/blog/brown-spots-in-eyes/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/eye-stroke/,https://nethradhama.org/blog/eye-stroke/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/10-eye-exercises-to-improve-eyesight/,https://nethradhama.org/blog/10-eye-exercises-to-improve-eyesight/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/eye-miosis/,https://nethradhama.org/blog/eye-miosis/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/how-long-does-a-stye-last/,https://nethradhama.org/blog/how-long-does-a-stye-last/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/brown-eyes/,https://nethradhama.org/blog/brown-eyes/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/blurry-vision-in-one-eye/,https://nethradhama.org/blog/blurry-vision-in-one-eye/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/excessive-eye-blinking/,https://nethradhama.org/blog/excessive-eye-blinking/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/squint-surgery-success-rate/,https://nethradhama.org/blog/squint-surgery-success-rate/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/squint-eye-surgery-cost/,https://nethradhama.org/blog/squint-eye-surgery-cost/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/understanding-the-cornea-anatomy-and-function/,https://nethradhama.org/blog/understanding-the-cornea-anatomy-and-function/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/phthisis-bulbi/,https://nethradhama.org/blog/phthisis-bulbi/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/cataract-surgery-side-effects/,https://nethradhama.org/blog/cataract-surgery-side-effects/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/brown-cataracts/,https://nethradhama.org/blog/brown-cataracts/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
